Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned
95130,STANDARD,SAN JOSE,CA,PRIMARY,37.28,-121.98,NA-US-CA-SAN JOSE,FALSE
95131,STANDARD,SAN JOSE,CA,PRIMARY,37.38,-121.9,NA-US-CA-SAN JOSE,FALSE
95132,STANDARD,SAN JOSE,CA,PRIMARY,37.42,-121.77,NA-US-CA-SAN JOSE,FALSE
95133,STANDARD,SAN JOSE,CA,PRIMARY,37.37,-121.86,NA-US-CA-SAN JOSE,FALSE
95134,STANDARD,SAN JOSE,CA,PRIMARY,37.42,-121.94,NA-US-CA-SAN JOSE,FALSE
95135,STANDARD,SAN JOSE,CA,PRIMARY,37.25,-121.67,NA-US-CA-SAN JOSE,FALSE
95136,STANDARD,SAN JOSE,CA,PRIMARY,37.27,-121.84,NA-US-CA-SAN JOSE,FALSE
95138,STANDARD,SAN JOSE,CA,PRIMARY,37.24,-121.73,NA-US-CA-SAN JOSE,FALSE
95139,STANDARD,SAN JOSE,CA,PRIMARY,37.21,-121.75,NA-US-CA-SAN JOSE,FALSE
95140,STANDARD,MOUNT HAMILTON,CA,PRIMARY,37.36,-121.67,NA-US-CA-MOUNT HAMILTON,FALSE
95141,STANDARD,SAN JOSE,CA,PRIMARY,37.17,-121.75,NA-US-CA-SAN JOSE,FALSE
95148,STANDARD,SAN JOSE,CA,PRIMARY,37.33,-121.77,NA-US-CA-SAN JOSE,FALSE
95150,PO BOX,SAN JOSE,CA,PRIMARY,37.29,-121.91,NA-US-CA-SAN JOSE,FALSE
95151,PO BOX,SAN JOSE,CA,PRIMARY,37.29,-121.78,NA-US-CA-SAN JOSE,FALSE
95152,PO BOX,SAN JOSE,CA,PRIMARY,37.41,-121.82,NA-US-CA-SAN JOSE,FALSE
95153,PO BOX,SAN JOSE,CA,PRIMARY,37.24,-121.84,NA-US-CA-SAN JOSE,FALSE
95154,PO BOX,SAN JOSE,CA,PRIMARY,37.26,-121.91,NA-US-CA-SAN JOSE,FALSE
95155,PO BOX,SAN JOSE,CA,PRIMARY,37.31,-121.9,NA-US-CA-SAN JOSE,FALSE
95156,PO BOX,SAN JOSE,CA,PRIMARY,37.35,-121.84,NA-US-CA-SAN JOSE,FALSE
95157,PO BOX,SAN JOSE,CA,PRIMARY,37.3,-121.97,NA-US-CA-SAN JOSE,FALSE
95158,PO BOX,SAN JOSE,CA,PRIMARY,37.26,-121.87,NA-US-CA-SAN JOSE,FALSE
95159,PO BOX,SAN JOSE,CA,PRIMARY,37.31,-121.93,NA-US-CA-SAN JOSE,FALSE
95160,PO BOX,SAN JOSE,CA,PRIMARY,37.21,-121.86,NA-US-CA-SAN JOSE,FALSE
95161,PO BOX,SAN JOSE,CA,PRIMARY,37.38,-121.89,NA-US-CA-SAN JOSE,FALSE
95164,PO BOX,SAN JOSE,CA,PRIMARY,37.39,-121.92,NA-US-CA-SAN JOSE,FALSE
95170,PO BOX,SAN JOSE,CA,PRIMARY,37.31,-122,NA-US-CA-SAN JOSE,FALSE
95172,PO BOX,SAN JOSE,CA,PRIMARY,37.33,-121.88,NA-US-CA-SAN JOSE,FALSE
95173,PO BOX,SAN JOSE,CA,PRIMARY,37.33,-121.89,NA-US-CA-SAN JOSE,FALSE
95190,UNIQUE,SAN JOSE,CA,PRIMARY,37.37,-121.9,NA-US-CA-SAN JOSE,FALSE
95191,UNIQUE,SAN JOSE,CA,PRIMARY,37.32,-121.91,NA-US-CA-SAN JOSE,FALSE
95192,UNIQUE,SAN JOSE,CA,PRIMARY,37.34,-121.89,NA-US-CA-SAN JOSE,FALSE
95193,UNIQUE,SAN JOSE,CA,PRIMARY,37.24,-121.83,NA-US-CA-SAN JOSE,FALSE
95194,UNIQUE,SAN JOSE,CA,PRIMARY,37.34,-121.88,NA-US-CA-SAN JOSE,FALSE
95196,UNIQUE,SAN JOSE,CA,PRIMARY,37.33,-121.89,NA-US-CA-SAN JOSE,FALSE
95045,STANDARD,SAN JUAN BAUTISTA,CA,PRIMARY,36.83,-121.51,NA-US-CA-SAN JUAN BAUTISTA,FALSE
94577,STANDARD,SAN LEANDRO,CA,PRIMARY,37.71,-122.16,NA-US-CA-SAN LEANDRO,FALSE
94578,STANDARD,SAN LEANDRO,CA,PRIMARY,37.7,-122.12,NA-US-CA-SAN LEANDRO,FALSE
94579,STANDARD,SAN LEANDRO,CA,PRIMARY,37.68,-122.15,NA-US-CA-SAN LEANDRO,FALSE
94580,STANDARD,SAN LORENZO,CA,PRIMARY,37.68,-122.13,NA-US-CA-SAN LORENZO,FALSE
93954,PO BOX,SAN LUCAS,CA,PRIMARY,36.13,-120.86,NA-US-CA-SAN LUCAS,FALSE
95046,STANDARD,SAN MARTIN,CA,PRIMARY,37.1,-121.6,NA-US-CA-SAN MARTIN,FALSE
94582,STANDARD,SAN RAMON,CA,PRIMARY,37.76,-121.93,NA-US-CA-SAN RAMON,FALSE
94583,STANDARD,SAN RAMON,CA,PRIMARY,37.78,-121.99,NA-US-CA-SAN RAMON,FALSE
95050,STANDARD,SANTA CLARA,CA,PRIMARY,37.34,-121.95,NA-US-CA-SANTA CLARA,FALSE
95051,STANDARD,SANTA CLARA,CA,PRIMARY,37.35,-121.98,NA-US-CA-SANTA CLARA,FALSE
95052,PO BOX,SANTA CLARA,CA,PRIMARY,37.35,-121.95,NA-US-CA-SANTA CLARA,FALSE
95053,UNIQUE,SANTA CLARA,CA,PRIMARY,37.34,-121.93,NA-US-CA-SANTA CLARA,FALSE
95054,STANDARD,SANTA CLARA,CA,PRIMARY,37.39,-121.96,NA-US-CA-SANTA CLARA,FALSE
95055,PO BOX,SANTA CLARA,CA,PRIMARY,37.33,-121.98,NA-US-CA-SANTA CLARA,FALSE
95056,PO BOX,SANTA CLARA,CA,PRIMARY,37.4,-121.96,NA-US-CA-SANTA CLARA,FALSE
95060,STANDARD,SANTA CRUZ,CA,PRIMARY,37.04,-122.1,NA-US-CA-SANTA CRUZ,FALSE
95061,PO BOX,SANTA CRUZ,CA,PRIMARY,36.97,-122.02,NA-US-CA-SANTA CRUZ,FALSE
95062,STANDARD,SANTA CRUZ,CA,PRIMARY,36.97,-121.98,NA-US-CA-SANTA CRUZ,FALSE
95063,PO BOX,SANTA CRUZ,CA,PRIMARY,36.97,-122,NA-US-CA-SANTA CRUZ,FALSE
95064,STANDARD,SANTA CRUZ,CA,PRIMARY,36.98,-122.06,NA-US-CA-SANTA CRUZ,FALSE
95065,STANDARD,SANTA CRUZ,CA,PRIMARY,37.03,-121.98,NA-US-CA-SANTA CRUZ,FALSE
95066,STANDARD,SCOTTS VALLEY,CA,PRIMARY,37.06,-122.01,NA-US-CA-SCOTTS VALLEY,FALSE
95067,PO BOX,SCOTTS VALLEY,CA,PRIMARY,36.97,-122.03,NA-US-CA-SCOTTS VALLEY,FALSE
95070,STANDARD,SARATOGA,CA,PRIMARY,37.25,-122.06,NA-US-CA-SARATOGA,FALSE
95071,PO BOX,SARATOGA,CA,PRIMARY,37.25,-122.03,NA-US-CA-SARATOGA,FALSE
93955,STANDARD,SEASIDE,CA,PRIMARY,36.62,-121.82,NA-US-CA-SEASIDE,FALSE
93960,STANDARD,SOLEDAD,CA,PRIMARY,36.39,-121.3,NA-US-CA-SOLEDAD,FALSE
95073,STANDARD,SOQUEL,CA,PRIMARY,37.02,-121.94,NA-US-CA-SOQUEL,FALSE
94585,STANDARD,SUISUN CITY,CA,PRIMARY,38.16,-121.93,NA-US-CA-SUISUN CITY,FALSE
94586,STANDARD,SUNOL,CA,PRIMARY,37.56,-121.84,NA-US-CA-SUNOL,FALSE
95075,STANDARD,TRES PINOS,CA,PRIMARY,36.77,-121.29,NA-US-CA-TRES PINOS,FALSE
94587,STANDARD,UNION CITY,CA,PRIMARY,37.59,-122.06,NA-US-CA-UNION CITY,FALSE
94503,STANDARD,AMERICAN CANYON,CA,PRIMARY,38.18,-122.25,NA-US-CA-AMERICAN CANYON,FALSE
94589,STANDARD,VALLEJO,CA,PRIMARY,38.13,-122.25,NA-US-CA-VALLEJO,FALSE
94590,STANDARD,VALLEJO,CA,PRIMARY,38.09,-122.25,NA-US-CA-VALLEJO,FALSE
94591,STANDARD,VALLEJO,CA,PRIMARY,38.11,-122.2,NA-US-CA-VALLEJO,FALSE
94592,STANDARD,VALLEJO,CA,PRIMARY,38.11,-122.29,NA-US-CA-VALLEJO,FALSE
94595,STANDARD,WALNUT CREEK,CA,PRIMARY,37.86,-122.07,NA-US-CA-WALNUT CREEK,FALSE
94596,STANDARD,WALNUT CREEK,CA,PRIMARY,37.89,-122.03,NA-US-CA-WALNUT CREEK,FALSE
94597,STANDARD,WALNUT CREEK,CA,PRIMARY,37.91,-122.07,NA-US-CA-WALNUT CREEK,FALSE
94598,STANDARD,WALNUT CREEK,CA,PRIMARY,37.91,-122.01,NA-US-CA-WALNUT CREEK,FALSE
95076,STANDARD,WATSONVILLE,CA,PRIMARY,36.95,-121.72,NA-US-CA-WATSONVILLE,FALSE
95077,PO BOX,WATSONVILLE,CA,PRIMARY,36.91,-121.75,NA-US-CA-WATSONVILLE,FALSE
94599,STANDARD,YOUNTVILLE,CA,PRIMARY,38.41,-122.36,NA-US-CA-YOUNTVILLE,FALSE
95220,STANDARD,ACAMPO,CA,PRIMARY,38.19,-121.25,NA-US-CA-ACAMPO,FALSE
96006,STANDARD,ADIN,CA,PRIMARY,41.15,-120.89,NA-US-CA-ADIN,FALSE
93601,STANDARD,AHWAHNEE,CA,PRIMARY,37.39,-119.73,NA-US-CA-AHWAHNEE,FALSE
95910,STANDARD,ALLEGHANY,CA,PRIMARY,39.46,-120.84,NA-US-CA-ALLEGHANY,FALSE
95701,PO BOX,ALTA,CA,PRIMARY,39.21,-120.79,NA-US-CA-ALTA,FALSE
95715,PO BOX,EMIGRANT GAP,CA,PRIMARY,39.25,-120.69,NA-US-CA-EMIGRANT GAP,FALSE
95601,PO BOX,AMADOR CITY,CA,PRIMARY,38.43,-120.84,NA-US-CA-AMADOR CITY,FALSE
96007,STANDARD,ANDERSON,CA,PRIMARY,40.44,-122.35,NA-US-CA-ANDERSON,FALSE
95221,PO BOX,ALTAVILLE,CA,PRIMARY,38.07,-120.55,NA-US-CA-ALTAVILLE,FALSE
95222,STANDARD,ANGELS CAMP,CA,PRIMARY,38.04,-120.61,NA-US-CA-ANGELS CAMP,FALSE
95703,STANDARD,APPLEGATE,CA,PRIMARY,39,-120.99,NA-US-CA-APPLEGATE,FALSE
95912,STANDARD,ARBUCKLE,CA,PRIMARY,39.02,-122.04,NA-US-CA-ARBUCKLE,FALSE
95223,STANDARD,ARNOLD,CA,PRIMARY,38.35,-120.2,NA-US-CA-ARNOLD,FALSE
95913,PO BOX,ARTOIS,CA,PRIMARY,39.72,-122.14,NA-US-CA-ARTOIS,FALSE
95301,STANDARD,ATWATER,CA,PRIMARY,37.32,-120.63,NA-US-CA-ATWATER,FALSE
93602,STANDARD,AUBERRY,CA,PRIMARY,37,-119.15,NA-US-CA-AUBERRY,FALSE
95602,STANDARD,AUBURN,CA,PRIMARY,39,-121.09,NA-US-CA-AUBURN,FALSE
95603,STANDARD,AUBURN,CA,PRIMARY,38.92,-121.07,NA-US-CA-AUBURN,FALSE
95604,PO BOX,AUBURN,CA,PRIMARY,38.9,-121.06,NA-US-CA-AUBURN,FALSE
95224,PO BOX,AVERY,CA,PRIMARY,38.21,-120.33,NA-US-CA-AVERY,FALSE
95303,STANDARD,BALLICO,CA,PRIMARY,37.47,-120.65,NA-US-CA-BALLICO,FALSE
95914,STANDARD,BANGOR,CA,PRIMARY,39.42,-121.36,NA-US-CA-BANGOR,FALSE
93604,STANDARD,BASS LAKE,CA,PRIMARY,37.38,-119.51,NA-US-CA-BASS LAKE,FALSE
93669,STANDARD,WISHON,CA,PRIMARY,37.26,-119.52,NA-US-CA-WISHON,FALSE
96008,STANDARD,BELLA VISTA,CA,PRIMARY,40.7,-122.09,NA-US-CA-BELLA VISTA,FALSE
95916,STANDARD,BERRY CREEK,CA,PRIMARY,39.66,-121.38,NA-US-CA-BERRY CREEK,FALSE
96009,PO BOX,BIEBER,CA,PRIMARY,41.06,-121.11,NA-US-CA-BIEBER,FALSE
96010,STANDARD,BIG BAR,CA,PRIMARY,40.81,-123.25,NA-US-CA-BIG BAR,FALSE
96011,PO BOX,BIG BEND,CA,PRIMARY,41.04,-121.89,NA-US-CA-BIG BEND,FALSE
93605,PO BOX,BIG CREEK,CA,PRIMARY,37.16,-119.3,NA-US-CA-BIG CREEK,FALSE
95917,STANDARD,BIGGS,CA,PRIMARY,39.42,-121.67,NA-US-CA-BIGGS,FALSE
95305,PO BOX,BIG OAK FLAT,CA,PRIMARY,37.82,-120.25,NA-US-CA-BIG OAK FLAT,FALSE
93606,PO BOX,BIOLA,CA,PRIMARY,36.8,-120.01,NA-US-CA-BIOLA,FALSE
95606,STANDARD,BROOKS,CA,PRIMARY,38.8,-122.18,NA-US-CA-BROOKS,FALSE
95918,STANDARD,BROWNS VALLEY,CA,PRIMARY,39.33,-121.33,NA-US-CA-BROWNS VALLEY,FALSE
95919,STANDARD,BROWNSVILLE,CA,PRIMARY,39.43,-121.25,NA-US-CA-BROWNSVILLE,FALSE
96013,STANDARD,BURNEY,CA,PRIMARY,40.94,-121.74,NA-US-CA-BURNEY,FALSE
95225,PO BOX,BURSON,CA,PRIMARY,38.18,-120.88,NA-US-CA-BURSON,FALSE
95920,STANDARD,BUTTE CITY,CA,PRIMARY,39.46,-121.93,NA-US-CA-BUTTE CITY,FALSE
96014,STANDARD,CALLAHAN,CA,PRIMARY,41.36,-122.77,NA-US-CA-CALLAHAN,FALSE
95709,STANDARD,CAMINO,CA,PRIMARY,38.74,-120.68,NA-US-CA-CAMINO,FALSE
95922,STANDARD,CAMPTONVILLE,CA,PRIMARY,39.42,-121.11,NA-US-CA-CAMPTONVILLE,FALSE
96015,STANDARD,CANBY,CA,PRIMARY,41.44,-120.94,NA-US-CA-CANBY,FALSE
93608,STANDARD,CANTUA CREEK,CA,PRIMARY,36.45,-120.45,NA-US-CA-CANTUA CREEK,FALSE
95923,STANDARD,CANYON DAM,CA,PRIMARY,40.15,-121.12,NA-US-CA-CANYON DAM,FALSE
95608,STANDARD,CARMICHAEL,CA,PRIMARY,38.62,-121.32,NA-US-CA-CARMICHAEL,FALSE
95609,PO BOX,CARMICHAEL,CA,PRIMARY,38.62,-121.32,NA-US-CA-CARMICHAEL,FALSE
93609,STANDARD,CARUTHERS,CA,PRIMARY,36.52,-119.87,NA-US-CA-CARUTHERS,FALSE
96016,STANDARD,CASSEL,CA,PRIMARY,40.92,-121.57,NA-US-CA-CASSEL,FALSE
96017,STANDARD,CASTELLA,CA,PRIMARY,41.1,-122.35,NA-US-CA-CASTELLA,FALSE
95306,STANDARD,CATHEYS VALLEY,CA,PRIMARY,37.38,-120.12,NA-US-CA-CATHEYS VALLEY,FALSE
95924,PO BOX,CEDAR RIDGE,CA,PRIMARY,39.19,-121.02,NA-US-CA-CEDAR RIDGE,FALSE
96019,STANDARD,SHASTA LAKE,CA,PRIMARY,40.68,-122.37,NA-US-CA-SHASTA LAKE,FALSE
96079,PO BOX,SHASTA LAKE,CA,PRIMARY,40.68,-122.34,NA-US-CA-SHASTA LAKE,FALSE
96089,PO BOX,SHASTA LAKE,CA,PRIMARY,40.68,-122.4,NA-US-CA-SHASTA LAKE,FALSE
95307,STANDARD,CERES,CA,PRIMARY,37.55,-120.96,NA-US-CA-CERES,FALSE
95925,STANDARD,CHALLENGE,CA,PRIMARY,39.47,-121.19,NA-US-CA-CHALLENGE,FALSE
96020,STANDARD,CHESTER,CA,PRIMARY,40.27,-121.24,NA-US-CA-CHESTER,FALSE
95712,PO BOX,CHICAGO PARK,CA,PRIMARY,39.16,-120.95,NA-US-CA-CHICAGO PARK,FALSE
95926,STANDARD,CHICO,CA,PRIMARY,39.74,-121.83,NA-US-CA-CHICO,FALSE
95927,PO BOX,CHICO,CA,PRIMARY,39.75,-121.81,NA-US-CA-CHICO,FALSE
95928,STANDARD,CHICO,CA,PRIMARY,39.71,-121.81,NA-US-CA-CHICO,FALSE
95929,UNIQUE,CHICO,CA,PRIMARY,39.75,-121.8,NA-US-CA-CHICO,FALSE
95973,STANDARD,CHICO,CA,PRIMARY,39.9,-121.83,NA-US-CA-CHICO,FALSE
95976,UNIQUE,CHICO,CA,PRIMARY,39.75,-121.86,NA-US-CA-CHICO,FALSE
95309,PO BOX,CHINESE CAMP,CA,PRIMARY,37.86,-120.44,NA-US-CA-CHINESE CAMP,FALSE
93610,STANDARD,CHOWCHILLA,CA,PRIMARY,37.07,-120.27,NA-US-CA-CHOWCHILLA,FALSE
95610,STANDARD,CITRUS HEIGHTS,CA,PRIMARY,38.69,-121.26,NA-US-CA-CITRUS HEIGHTS,FALSE
95611,PO BOX,CITRUS HEIGHTS,CA,PRIMARY,38.7,-121.28,NA-US-CA-CITRUS HEIGHTS,FALSE
95621,STANDARD,CITRUS HEIGHTS,CA,PRIMARY,38.69,-121.31,NA-US-CA-CITRUS HEIGHTS,FALSE
95612,STANDARD,CLARKSBURG,CA,PRIMARY,38.37,-121.58,NA-US-CA-CLARKSBURG,FALSE
95227,PO BOX,CLEMENTS,CA,PRIMARY,38.21,-121.03,NA-US-CA-CLEMENTS,FALSE
95930,STANDARD,CLIPPER MILLS,CA,PRIMARY,39.54,-121.16,NA-US-CA-CLIPPER MILLS,FALSE
95981,STANDARD,STRAWBERRY VALLEY,CA,PRIMARY,39.56,-121.1,NA-US-CA-STRAWBERRY VALLEY,FALSE
93611,STANDARD,CLOVIS,CA,PRIMARY,36.93,-119.56,NA-US-CA-CLOVIS,FALSE
93612,STANDARD,CLOVIS,CA,PRIMARY,36.81,-119.71,NA-US-CA-CLOVIS,FALSE
93613,PO BOX,CLOVIS,CA,PRIMARY,36.79,-119.64,NA-US-CA-CLOVIS,FALSE
93619,STANDARD,CLOVIS,CA,PRIMARY,36.91,-119.58,NA-US-CA-CLOVIS,FALSE
93614,STANDARD,COARSEGOLD,CA,PRIMARY,37.17,-119.71,NA-US-CA-COARSEGOLD,FALSE
95713,STANDARD,COLFAX,CA,PRIMARY,39.09,-120.92,NA-US-CA-COLFAX,FALSE
95613,PO BOX,COLOMA,CA,PRIMARY,38.8,-120.88,NA-US-CA-COLOMA,FALSE
95310,STANDARD,COLUMBIA,CA,PRIMARY,38.11,-120.38,NA-US-CA-COLUMBIA,FALSE
95932,STANDARD,COLUSA,CA,PRIMARY,39.27,-122.05,NA-US-CA-COLUSA,FALSE
95614,STANDARD,COOL,CA,PRIMARY,38.88,-120.98,NA-US-CA-COOL,FALSE
95228,STANDARD,COPPEROPOLIS,CA,PRIMARY,37.94,-120.66,NA-US-CA-COPPEROPOLIS,FALSE
96021,STANDARD,CORNING,CA,PRIMARY,39.92,-122.28,NA-US-CA-CORNING,FALSE
96029,STANDARD,FLOURNOY,CA,PRIMARY,39.93,-122.48,NA-US-CA-FLOURNOY,FALSE
96022,STANDARD,COTTONWOOD,CA,PRIMARY,40.33,-122.45,NA-US-CA-COTTONWOOD,FALSE
95311,STANDARD,COULTERVILLE,CA,PRIMARY,37.71,-120.12,NA-US-CA-COULTERVILLE,FALSE
95615,STANDARD,COURTLAND,CA,PRIMARY,38.31,-121.54,NA-US-CA-COURTLAND,FALSE
95934,STANDARD,CRESCENT MILLS,CA,PRIMARY,40.07,-120.92,NA-US-CA-CRESCENT MILLS,FALSE
95312,PO BOX,CRESSEY,CA,PRIMARY,37.39,-120.61,NA-US-CA-CRESSEY,FALSE
95313,STANDARD,CROWS LANDING,CA,PRIMARY,37.39,-121.05,NA-US-CA-CROWS LANDING,FALSE
93615,STANDARD,CUTLER,CA,PRIMARY,36.49,-119.28,NA-US-CA-CUTLER,FALSE
95616,STANDARD,DAVIS,CA,PRIMARY,38.48,-121.64,NA-US-CA-DAVIS,FALSE
95617,PO BOX,DAVIS,CA,PRIMARY,38.54,-121.72,NA-US-CA-DAVIS,FALSE
95618,STANDARD,DAVIS,CA,PRIMARY,38.53,-121.66,NA-US-CA-DAVIS,FALSE
95315,STANDARD,DELHI,CA,PRIMARY,37.42,-120.77,NA-US-CA-DELHI,FALSE
93616,STANDARD,DEL REY,CA,PRIMARY,36.65,-119.59,NA-US-CA-DEL REY,FALSE
95316,STANDARD,DENAIR,CA,PRIMARY,37.54,-120.68,NA-US-CA-DENAIR,FALSE
95619,STANDARD,DIAMOND SPRINGS,CA,PRIMARY,38.67,-120.81,NA-US-CA-DIAMOND SPRINGS,FALSE
93618,STANDARD,DINUBA,CA,PRIMARY,36.52,-119.39,NA-US-CA-DINUBA,FALSE
95620,STANDARD,DIXON,CA,PRIMARY,38.39,-121.81,NA-US-CA-DIXON,FALSE
95935,STANDARD,DOBBINS,CA,PRIMARY,39.36,-121.2,NA-US-CA-DOBBINS,FALSE
96023,STANDARD,DORRIS,CA,PRIMARY,41.89,-121.74,NA-US-CA-DORRIS,FALSE
93620,STANDARD,DOS PALOS,CA,PRIMARY,37.07,-120.63,NA-US-CA-DOS PALOS,FALSE
96024,STANDARD,DOUGLAS CITY,CA,PRIMARY,40.58,-122.86,NA-US-CA-DOUGLAS CITY,FALSE
95936,PO BOX,DOWNIEVILLE,CA,PRIMARY,39.58,-120.79,NA-US-CA-DOWNIEVILLE,FALSE
93621,STANDARD,DUNLAP,CA,PRIMARY,36.79,-119.13,NA-US-CA-DUNLAP,FALSE
95937,PO BOX,DUNNIGAN,CA,PRIMARY,38.88,-122,NA-US-CA-DUNNIGAN,FALSE
96025,STANDARD,DUNSMUIR,CA,PRIMARY,41.19,-122.26,NA-US-CA-DUNSMUIR,FALSE
95938,STANDARD,DURHAM,CA,PRIMARY,39.61,-121.77,NA-US-CA-DURHAM,FALSE
95958,PO BOX,NELSON,CA,PRIMARY,39.55,-121.77,NA-US-CA-NELSON,FALSE
95714,PO BOX,DUTCH FLAT,CA,PRIMARY,39.19,-120.83,NA-US-CA-DUTCH FLAT,FALSE
95623,STANDARD,EL DORADO,CA,PRIMARY,38.6,-120.84,NA-US-CA-EL DORADO,FALSE
95939,STANDARD,ELK CREEK,CA,PRIMARY,39.54,-122.57,NA-US-CA-ELK CREEK,FALSE
95624,STANDARD,ELK GROVE,CA,PRIMARY,38.44,-121.3,NA-US-CA-ELK GROVE,FALSE
95757,STANDARD,ELK GROVE,CA,PRIMARY,38.35,-121.42,NA-US-CA-ELK GROVE,FALSE
95758,STANDARD,ELK GROVE,CA,PRIMARY,38.34,-121.42,NA-US-CA-ELK GROVE,FALSE
95759,PO BOX,ELK GROVE,CA,PRIMARY,38.4,-121.37,NA-US-CA-ELK GROVE,FALSE
95625,PO BOX,ELMIRA,CA,PRIMARY,38.35,-121.9,NA-US-CA-ELMIRA,FALSE
95317,STANDARD,EL NIDO,CA,PRIMARY,37.12,-120.51,NA-US-CA-EL NIDO,FALSE
95318,PO BOX,EL PORTAL,CA,PRIMARY,37.65,-119.8,NA-US-CA-EL PORTAL,FALSE
95626,STANDARD,ELVERTA,CA,PRIMARY,38.73,-121.46,NA-US-CA-ELVERTA,FALSE
95319,PO BOX,EMPIRE,CA,PRIMARY,37.64,-120.9,NA-US-CA-EMPIRE,FALSE
95320,STANDARD,ESCALON,CA,PRIMARY,37.83,-121.03,NA-US-CA-ESCALON,FALSE
95607,STANDARD,CAPAY,CA,PRIMARY,38.69,-122.12,NA-US-CA-CAPAY,FALSE
95627,STANDARD,ESPARTO,CA,PRIMARY,38.78,-122.12,NA-US-CA-ESPARTO,FALSE
96027,STANDARD,ETNA,CA,PRIMARY,41.41,-123.02,NA-US-CA-ETNA,FALSE
95628,STANDARD,FAIR OAKS,CA,PRIMARY,38.65,-121.25,NA-US-CA-FAIR OAKS,FALSE
96028,STANDARD,FALL RIVER MILLS,CA,PRIMARY,41.01,-121.47,NA-US-CA-FALL RIVER MILLS,FALSE
95230,STANDARD,FARMINGTON,CA,PRIMARY,37.96,-120.87,NA-US-CA-FARMINGTON,FALSE
95629,STANDARD,FIDDLETOWN,CA,PRIMARY,38.52,-120.7,NA-US-CA-FIDDLETOWN,FALSE
93622,STANDARD,FIREBAUGH,CA,PRIMARY,36.85,-120.54,NA-US-CA-FIREBAUGH,FALSE
93623,STANDARD,FISH CAMP,CA,PRIMARY,37.47,-119.66,NA-US-CA-FISH CAMP,FALSE
93624,PO BOX,FIVE POINTS,CA,PRIMARY,36.38,-120.13,NA-US-CA-FIVE POINTS,FALSE
95630,STANDARD,FOLSOM,CA,PRIMARY,38.67,-121.14,NA-US-CA-FOLSOM,FALSE
95671,UNIQUE,REPRESA,CA,PRIMARY,38.67,-121.14,NA-US-CA-REPRESA,FALSE
95762,STANDARD,EL DORADO HILLS,CA,PRIMARY,38.68,-121.05,NA-US-CA-EL DORADO HILLS,FALSE
95763,PO BOX,FOLSOM,CA,PRIMARY,38.67,-121.17,NA-US-CA-FOLSOM,FALSE
95941,STANDARD,FORBESTOWN,CA,PRIMARY,39.51,-121.23,NA-US-CA-FORBESTOWN,FALSE
95631,STANDARD,FORESTHILL,CA,PRIMARY,39.03,-120.82,NA-US-CA-FORESTHILL,FALSE
95942,STANDARD,FOREST RANCH,CA,PRIMARY,39.97,-121.64,NA-US-CA-FOREST RANCH,FALSE
96031,STANDARD,FORKS OF SALMON,CA,PRIMARY,41.19,-123.2,NA-US-CA-FORKS OF SALMON,FALSE
96032,STANDARD,FORT JONES,CA,PRIMARY,41.59,-122.96,NA-US-CA-FORT JONES,FALSE
93625,STANDARD,FOWLER,CA,PRIMARY,36.62,-119.67,NA-US-CA-FOWLER,FALSE
95231,STANDARD,FRENCH CAMP,CA,PRIMARY,37.86,-121.29,NA-US-CA-FRENCH CAMP,FALSE
96033,STANDARD,FRENCH GULCH,CA,PRIMARY,40.73,-122.6,NA-US-CA-FRENCH GULCH,FALSE
93650,STANDARD,FRESNO,CA,PRIMARY,36.83,-119.79,NA-US-CA-FRESNO,FALSE
93701,STANDARD,FRESNO,CA,PRIMARY,36.74,-119.79,NA-US-CA-FRESNO,FALSE
93702,STANDARD,FRESNO,CA,PRIMARY,36.74,-119.75,NA-US-CA-FRESNO,FALSE
93703,STANDARD,FRESNO,CA,PRIMARY,36.76,-119.76,NA-US-CA-FRESNO,FALSE
93704,STANDARD,FRESNO,CA,PRIMARY,36.8,-119.8,NA-US-CA-FRESNO,FALSE
93705,STANDARD,FRESNO,CA,PRIMARY,36.78,-119.82,NA-US-CA-FRESNO,FALSE
93706,STANDARD,FRESNO,CA,PRIMARY,36.64,-119.91,NA-US-CA-FRESNO,FALSE
93707,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93708,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93709,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93710,STANDARD,FRESNO,CA,PRIMARY,36.81,-119.75,NA-US-CA-FRESNO,FALSE
93711,STANDARD,FRESNO,CA,PRIMARY,36.84,-119.82,NA-US-CA-FRESNO,FALSE
93712,PO BOX,FRESNO,CA,PRIMARY,36.61,-119.77,NA-US-CA-FRESNO,FALSE
93714,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93715,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93716,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93717,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
93718,PO BOX,FRESNO,CA,PRIMARY,36.73,-119.78,NA-US-CA-FRESNO,FALSE
